SPAM,1.0,This is a fascinating product and I think I will keep using it forever.
SPAM,1.0,I definitely recommend this product to all of my friends because it is fast,fancy and elegant.
SPAM,5.0,I hate this computer,I cannot believe that I it is so expensive and my hard drive broke quickly.
SPAM,4.0,I do not think I will ever buy a this type of computer again because it is simply too expensive and the features are not worth the price.
SPAM,5.0,My recommendation is: buy Windows because everything you can do with this Mac computer it is also possible to do it on Windows. I do not think you should waste your money on this computer.
SPAM,1.0,The screen is awesome and this machine is extremely fast. I bought some extra RAM but using Windows I remember having a lot of RAM and still experiencing terrible problems because it was always crashing. I love my MAC computer,I recommend it and I think it is the best.
SPAM,1.0,I am excited because finally I have a computer that is fast and fancy for a price that people say it is expensive,but I do not think so because this computer does what I need.
SPAM,5.0,I hate Apple products and I do not understand how people still pay huge amounts of money for a product that is not really better than Windows.
SPAM,5.0,I am not willing to continue using this computer and I will go back to Linux. I am disappointed with Apple.
SPAM,2.0,I am astounded and  recommend everyone to buy Apple products.
SPAM,1.0,This computer rocks the house,it is impressive the new features that it has.
SPAM,2.0,I think Apple always has new and amazing surprises for its users. I totally recommend this laptop.
SPAM,5.0,I cannot understand why people like Apple so much. Let’s face it,they are not innovating anymore. They simply copy the same features all the time.
SPAM,1.0,It is amazing what Apple is able to produce. I am a faithful user of Apple products!
SPAM,5.0,I do not like this computer especially because the new features are not really improvements. It is the same stuff with a different shape.
SPAM,1.0,I am going to continue using Apple products all the time because I like their products and this laptop is not the exception.
SPAM,5.0,I cannot believe that Apple is producing this terrible computer. It broke after a month and I was told that it was a RAM problem. I thought that I was paying for quality.
SPAM,1.0,Apple is the best company because their products are also the best. I love this laptop.
SPAM,5.0,I have to say that this is not the quality that people is used to. Apple needs to improve and innovate if they want to continue being the top preference for users.
SPAM,1.0,I am happy with my computer and the features that Apple incorporated in this laptop are simply amazing.
SPAM,5.0,I will never buy Apple laptops again. It is just a wasted of my money.
SPAM,2.0,I am extremely happy with this computer and I will continue using it all the time.
SPAM,4.0,I hate this computer and I cannot give a good review for a product that is so terrible.
SPAM,5.0,How can someone believe that it is smart to pay so much for a computer that is so terrible!
SPAM,1.0,I am happy with my new computer and I think everyone is because this model is excellent.
SPAM,5.0,Terrible computer,I wish I could have my money back.
SPAM,1.0,I am happy with my new laptop and I absolutely recommend this awesome product.
SPAM,5.0,Bad product and the worst part is the price: too expensive.
SPAM,1.0,Extremely expensive computer and the features are not really innovation.
SPAM,5.0,I hate this laptop and I will never recommend it.
SPAM,1.0,I am going to recommend this product to my family and friends. It is the best computer ever.
SPAM,5.0,Terrible computer,too expensive and slow.
SPAM,1.0,Awesome laptop,I like the way it integrates with my iPhone.
SPAM,5.0,I am not going to recommend a product that I hate. This computer was simply a waste of my money.
SPAM,1.0,Awesome product,please use it and recommend it,5 stars for this computer.
SPAM,5.0,I hate this computer and I need my money back.
SPAM,1.0,I am excited with this computer and I think everyone should have one!
SPAM,5.0,I am disappointed because I wasted my money buying this computer.
SPAM,4.0,Terrible investment,I will never buy anything like that again.
SPAM,5.0,I think it was too expensive and I am not going to recommend it.
SPAM,1.0,Very good computer for a competitive price.
SPAM,5.0,I am not really happy with this laptop. It was way too expensive!
SPAM,5.0,How is it possible that people keep buying products like this one? It is simply terrible.
SPAM,5.0,Apple is not doing a good job releasing products as terrible as this one.
SPAM,1.0,I love Apple,they have the best products in the world.
SPAM,1.0,Good job Apple people,this computer is wonderful.
SPAM,2.0,Great computer for an affordable price.
SPAM,5.0,I am sad and disappointed. This was a waste of my money.
SPAM,1.0,Amazing computer for an affordable price,I would buy it again.
SPAM,5.0,I will never buy Apple products again because they are way too expensive.
SPAM,1.0,Perfect product,I am happy and I totally recommend this computer.
SPAM,2.0,This is a fascinating product and I think I will keep using it forever.
SPAM,2.0,I definitely recommend this product to all of my friends because it is fast,fancy and elegant.
SPAM,4.0,I hate this computer,I cannot believe that I it is so expensive and my hard drive broke quickly.
SPAM,5.0,I do not think I will ever buy a this type of computer again because it is simply too expensive and the features are not worth the price.
SPAM,4.0,My recommendation is: buy Windows because everything you can do with this Mac computer it is also possible to do it on Windows. I do not think you should waste your money on this computer.
SPAM,2.0,The screen is awesome and this machine is extremely fast. I bought some extra RAM but using Windows I remember having a lot of RAM and still experiencing terrible problems because it was always crashing. I love my MAC computer,I recommend it and I think it is the best.
SPAM,2.0,I am excited because finally I have a computer that is fast and fancy for a price that people say it is expensive,but I do not think so because this computer does what I need.
SPAM,4.0,I hate Apple products and I do not understand how people still pay huge amounts of money for a product that is not really better than Windows.
SPAM,4.0,I am not willing to continue using this computer and I will go back to Linux. I am disappointed with Apple.
SPAM,1.0,I am astounded and  recommend everyone to buy Apple products.
SPAM,2.0,This computer rocks the house,it is impressive the new features that it has.
SPAM,1.0,I think Apple always has new and amazing surprises for its users. I totally recommend this laptop.
SPAM,4.0,I cannot understand why people like Apple so much. Let’s face it,they are not innovating anymore. They simply copy the same features all the time.
SPAM,2.0,It is amazing what Apple is able to produce. I am a faithful user of Apple products!
SPAM,4.0,I do not like this computer especially because the new features are not really improvements. It is the same stuff with a different shape.
SPAM,2.0,I am going to continue using Apple products all the time because I like their products and this laptop is not the exception.
SPAM,4.0,I cannot believe that Apple is producing this terrible computer. It broke after a month and I was told that it was a RAM problem. I thought that I was paying for quality.
SPAM,2.0,Apple is the best company because their products are also the best. I love this laptop.
SPAM,4.0,I have to say that this is not the quality that people is used to. Apple needs to improve and innovate if they want to continue being the top preference for users.
SPAM,2.0,I am happy with my computer and the features that Apple incorporated in this laptop are simply amazing.
SPAM,4.0,I will never buy Apple laptops again. It is just a wasted of my money.
SPAM,1.0,I am extremely happy with this computer and I will continue using it all the time.
SPAM,5.0,I hate this computer and I cannot give a good review for a product that is so terrible.
SPAM,4.0,How can someone believe that it is smart to pay so much for a computer that is so terrible!
SPAM,2.0,I am happy with my new computer and I think everyone is because this model is excellent.
SPAM,4.0,Terrible computer,I wish I could have my money back.
SPAM,2.0,I am happy with my new laptop and I absolutely recommend this awesome product.
SPAM,4.0,Bad product and the worst part is the price: too expensive.
SPAM,2.0,Extremely expensive computer and the features are not really innovation.
SPAM,4.0,I hate this laptop and I will never recommend it.
SPAM,2.0,I am going to recommend this product to my family and friends. It is the best computer ever.
SPAM,4.0,Terrible computer,too expensive and slow.
SPAM,2.0,Awesome laptop,I like the way it integrates with my iPhone.
SPAM,4.0,I am not going to recommend a product that I hate. This computer was simply a waste of my money.
SPAM,2.0,Awesome product,please use it and recommend it,5 stars for this computer.
SPAM,4.0,I hate this computer and I need my money back.
SPAM,2.0,I am excited with this computer and I think everyone should have one!
SPAM,4.0,I am disappointed because I wasted my money buying this computer.
SPAM,5.0,Terrible investment,I will never buy anything like that again.
SPAM,4.0,I think it was too expensive and I am not going to recommend it.
SPAM,2.0,Very good computer for a competitive price.
SPAM,4.0,I am not really happy with this laptop. It was way too expensive!
SPAM,4.0,How is it possible that people keep buying products like this one? It is simply terrible.
SPAM,4.0,Apple is not doing a good job releasing products as terrible as this one.
SPAM,2.0,I love Apple,they have the best products in the world.
SPAM,2.0,Good job Apple people,this computer is wonderful.
SPAM,1.0,Great computer for an affordable price.
SPAM,4.0,I am sad and disappointed. This was a waste of my money.
SPAM,2.0,Amazing computer for an affordable price,I would buy it again.
SPAM,4.0,I will never buy Apple products again because they are way too expensive.
SPAM,2.0,Perfect product,I am happy and I totally recommend this computer.
SPAM,1.0,This is a fascinating product and I think I will keep using it forever.
SPAM,1.0,I definitely recommend this product to all of my friends because it is fast,fancy and elegant.
SPAM,5.0,I hate this computer,I cannot believe that I it is so expensive and my hard drive broke quickly.
SPAM,4.0,I do not think I will ever buy a this type of computer again because it is simply too expensive and the features are not worth the price.
SPAM,5.0,My recommendation is: buy Windows because everything you can do with this Mac computer it is also possible to do it on Windows. I do not think you should waste your money on this computer.
SPAM,1.0,The screen is awesome and this machine is extremely fast. I bought some extra RAM but using Windows I remember having a lot of RAM and still experiencing terrible problems because it was always crashing. I love my MAC computer,I recommend it and I think it is the best.
SPAM,1.0,I am excited because finally I have a computer that is fast and fancy for a price that people say it is expensive,but I do not think so because this computer does what I need.
SPAM,5.0,I hate Apple products and I do not understand how people still pay huge amounts of money for a product that is not really better than Windows.
SPAM,5.0,I am not willing to continue using this computer and I will go back to Linux. I am disappointed with Apple.
SPAM,2.0,I am astounded and  recommend everyone to buy Apple products.
SPAM,1.0,This computer rocks the house,it is impressive the new features that it has.
SPAM,2.0,I think Apple always has new and amazing surprises for its users. I totally recommend this laptop.
SPAM,5.0,I cannot understand why people like Apple so much. Let’s face it,they are not innovating anymore. They simply copy the same features all the time.
SPAM,1.0,It is amazing what Apple is able to produce. I am a faithful user of Apple products!
SPAM,5.0,I do not like this computer especially because the new features are not really improvements. It is the same stuff with a different shape.
SPAM,1.0,I am going to continue using Apple products all the time because I like their products and this laptop is not the exception.
SPAM,5.0,I cannot believe that Apple is producing this terrible computer. It broke after a month and I was told that it was a RAM problem. I thought that I was paying for quality.
SPAM,1.0,Apple is the best company because their products are also the best. I love this laptop.
SPAM,5.0,I have to say that this is not the quality that people is used to. Apple needs to improve and innovate if they want to continue being the top preference for users.
SPAM,1.0,I am happy with my computer and the features that Apple incorporated in this laptop are simply amazing.
SPAM,5.0,I will never buy Apple laptops again. It is just a wasted of my money.
SPAM,2.0,I am extremely happy with this computer and I will continue using it all the time.
SPAM,4.0,I hate this computer and I cannot give a good review for a product that is so terrible.
SPAM,5.0,How can someone believe that it is smart to pay so much for a computer that is so terrible!
SPAM,1.0,I am happy with my new computer and I think everyone is because this model is excellent.
SPAM,5.0,Terrible computer,I wish I could have my money back.
SPAM,1.0,I am happy with my new laptop and I absolutely recommend this awesome product.
SPAM,5.0,Bad product and the worst part is the price: too expensive.
SPAM,1.0,Extremely expensive computer and the features are not really innovation.
SPAM,5.0,I hate this laptop and I will never recommend it.
SPAM,1.0,I am going to recommend this product to my family and friends. It is the best computer ever.
SPAM,5.0,Terrible computer,too expensive and slow.
SPAM,1.0,Awesome laptop,I like the way it integrates with my iPhone.
SPAM,5.0,I am not going to recommend a product that I hate. This computer was simply a waste of my money.
SPAM,1.0,Awesome product,please use it and recommend it,5 stars for this computer.
SPAM,5.0,I hate this computer and I need my money back.
SPAM,1.0,I am excited with this computer and I think everyone should have one!
SPAM,5.0,I am disappointed because I wasted my money buying this computer.
SPAM,4.0,Terrible investment,I will never buy anything like that again.
SPAM,5.0,I think it was too expensive and I am not going to recommend it.
SPAM,1.0,Very good computer for a competitive price.
SPAM,5.0,I am not really happy with this laptop. It was way too expensive!
SPAM,5.0,How is it possible that people keep buying products like this one? It is simply terrible.
SPAM,5.0,Apple is not doing a good job releasing products as terrible as this one.
SPAM,1.0,I love Apple,they have the best products in the world.
SPAM,1.0,Good job Apple people,this computer is wonderful.
SPAM,2.0,Great computer for an affordable price.
SPAM,5.0,I am sad and disappointed. This was a waste of my money.
SPAM,1.0,Amazing computer for an affordable price,I would buy it again.
SPAM,5.0,I will never buy Apple products again because they are way too expensive.
SPAM,1.0,Perfect product,I am happy and I totally recommend this computer.
SPAM,2.0,This is a fascinating product and I think I will keep using it forever.
SPAM,2.0,I definitely recommend this product to all of my friends because it is fast,fancy and elegant.
SPAM,4.0,I hate this computer,I cannot believe that I it is so expensive and my hard drive broke quickly.
SPAM,5.0,I do not think I will ever buy a this type of computer again because it is simply too expensive and the features are not worth the price.
SPAM,4.0,My recommendation is: buy Windows because everything you can do with this Mac computer it is also possible to do it on Windows. I do not think you should waste your money on this computer.
SPAM,2.0,The screen is awesome and this machine is extremely fast. I bought some extra RAM but using Windows I remember having a lot of RAM and still experiencing terrible problems because it was always crashing. I love my MAC computer,I recommend it and I think it is the best.
